PassengerId,Survived_pred,Survived_prob
892,0,0.1396568162091353
893,1,0.6567547529604242
894,0,0.16986063098605317
895,0,0.12066608334291089
896,0,0.4708454595687115
897,0,0.12066608334291089
898,1,0.7018034635003424
899,0,0.15299949874554503
900,1,0.7395212283642089
901,0,0.10380948694070172
902,0,0.12066608334291089
903,0,0.2336110960378308
904,1,0.9191333805481149
905,0,0.18152572178621632
906,1,0.9059064090370035
907,1,0.9278928998393738
908,0,0.16160236010695722
909,0,0.16888752042565913
910,0,0.4708454595687115
911,1,0.60966696767739
912,0,0.37962436672966726
913,0,0.24877120253022544
914,1,0.9175797337731216
915,0,0.42064784840316694
916,1,0.9431133741825045
917,0,0.08545554740352916
918,1,0.9527081209797135
919,0,0.16888752042565913
920,0,0.30260049305095216
921,0,0.17071240449369332
922,0,0.14778053059560037
923,0,0.14337677478207603
924,1,0.5249652841166874
925,0,0.4695741605083585
926,0,0.3944271873329546
927,0,0.16888752042565913
928,0,0.4921216457974866
929,0,0.4921216457974866
930,0,0.12066608334291089
931,0,0.29668062164985926
932,0,0.1445724502055551
933,0,0.2681805631275594
934,0,0.10821905919679711
935,1,0.8727056151198648
936,1,0.950463352529354
937,0,0.12066608334291089
938,0,0.25996500214709817
939,0,0.14724717953976268
940,1,0.9440644903009134
941,1,0.5701512688268056
942,0,0.3423157193171132
943,0,0.14679607863565086
944,1,0.8695921289258446
945,1,0.7454600421094709
946,0,0.202951859004633
947,0,0.09889811763385155
948,0,0.12564464652567878
949,0,0.12066608334291089
950,0,0.1339106370639543
951,1,0.9535795539781112
952,0,0.12066608334291089
953,0,0.16183131980888088
954,0,0.12066608334291089
955,1,0.7113195288912529
956,0,0.35775632056733725
957,1,0.8904828160843198
958,1,0.60465554753971
959,0,0.18199459841749976
960,0,0.3249583730834814
961,1,0.6604069173218602
962,1,0.60465554753971
963,0,0.12066608334291089
964,0,0.4921216457974866
965,0,0.30808088260952693
966,1,0.9487833995201512
967,0,0.4003594439417846
968,0,0.12066608334291089
969,1,0.9187278910638018
970,0,0.13816813855709492
971,1,0.60465554753971
972,1,0.8200917342927431
973,0,0.22268090511753624
974,0,0.26454914739381913
975,0,0.12066608334291089
976,0,0.15657408928833721
977,0,0.13813273584992028
978,1,0.60465554753971
979,0,0.4921216457974866
980,1,0.60465554753971
981,1,0.7004667174700981
982,0,0.4708454595687115
983,0,0.12066608334291089
984,1,0.8739813875874402
985,0,0.12066608334291089
986,0,0.3189481833734015
987,0,0.12066608334291089
988,1,0.8912983388118595
989,0,0.12066608334291089
990,0,0.4921216457974866
991,0,0.12564464652567878
992,1,0.973917554901249
993,0,0.15299949874554503
994,0,0.14724717953976268
995,0,0.12066608334291089
996,1,0.635696201829195
997,0,0.13996855357008725
998,0,0.14724717953976268
999,0,0.14724717953976268
1000,0,0.12066608334291089
1001,0,0.13816813855709492
1002,0,0.13647664944877025
1003,1,0.60465554753971
1004,1,0.9472598611252865
1005,1,0.7113195288912529
1006,1,0.9118961897886133
1007,0,0.14651319378679056
1008,0,0.07685664572484573
1009,1,0.8785067322112835
1010,0,0.42293006430736907
1011,1,0.8818896695838699
1012,1,0.8996166046473801
1013,0,0.15030180315624211
1014,1,0.9518599759136551
1015,0,0.12066608334291089
1016,0,0.14724717953976268
1017,1,0.5347116776018788
1018,0,0.12066608334291089
1019,1,0.615986722305848
1020,0,0.14944814716582944
1021,0,0.12066608334291089
1022,0,0.14182506857283764
1023,0,0.2854859096605503
1024,0,0.14041014250518644
1025,0,0.07858559577826373
1026,0,0.10821905919679711
1027,0,0.12066608334291089
1028,0,0.16888752042565913
1029,0,0.13816813855709492
1030,0,0.4921216457974866
1031,0,0.030259712579042804
1032,0,0.10038871466207777
1033,1,0.9325635952444769
1034,0,0.3820188754657379
1035,0,0.15976167321341067
1036,0,0.2948840760636465
1037,0,0.35638026641783793
1038,0,0.20801901780742985
1039,0,0.12066608334291089
1040,0,0.2681805631275594
1041,0,0.15299949874554503
1042,1,0.9527081209797135
1043,0,0.15946638436050461
1044,0,0.08954807066921394
1045,1,0.5036480289462083
1046,0,0.03919394629161346
1047,0,0.12066608334291089
1048,1,0.9198881498709399
1049,0,0.4921216457974866
1050,0,0.2948840760636465
1051,0,0.4921216457974866
1052,1,0.7113195288912529
1053,1,0.5754030079872474
1054,1,0.8727056151198648
1055,0,0.21816050131585688
1056,0,0.14944814716582944
1057,1,0.5134557121619833
1058,0,0.22262318610184953
1059,0,0.10728670382153191
1060,1,0.9412176236812029
1061,0,0.4921216457974866
1062,0,0.12066608334291089
1063,0,0.16888752042565913
1064,0,0.11533155709858915
1065,0,0.15946638436050461
1066,0,0.043217043893603944
1067,1,0.8957334115580152
1068,1,0.8957334115580152
1069,1,0.5494497955133743
1070,1,0.908559797301394
1071,1,0.9107230275613102
1072,0,0.13816813855709492
1073,0,0.4112886404369583
1074,1,0.9577191746941568
1075,0,0.14724717953976268
1076,1,0.9324158653831212
1077,0,0.18678156624717152
